0.48853129668556	0.430585964623027	0.20894175688801	0.0184851948560087
0.149391421744582	0.5495347811051	0.219687633257594	0.917854476698149
0.27671378883617	0.844499939009283	0.21190625195266	0.494781361291178
0.22417161899525	0.265252328494533	0.0043671123932	0.20974068208232
0.0595756452114	0.946101488647618	0.11400584116756	0.401051196855046
0.0898800067110033	0.0193470147572077	0.485302632547646	0.0180444135115897
0.912006523061105	0.84886896787983	0.41046144407759	0.770113469474502
0.6105523061871	0.502618420314553	0.851124989411471	0.357660294620975
0.4795248769834	0.578350595354708	0.0278797345284	0.559940691177032
0.255168387243333	0.604793996099754	0.733205101948506	0.310230533062423
0.38339540794225	0.571542813997174	0.262984143500645	0.0646178341855311
0.04190381795021	0.245915338706126	0.018402094200778	0.457808536273377
