-0.075700839     0.470857052      0.133138863      -0.152900389
-0.328561114     0.427323375      -0.181236625     -0.173040968
-0.47072686      -0.150514758     0.000953943      0.070937231
-0.280036902     -0.250587146     -0.216587103     -0.372429639
-0.139358635     -0.124965617     0.081283743      0.083913766
-0.194734695     0.254412894      0.018165404      -0.235386732
0.064275285      -0.198763275     0.243034785      0.03423469
-0.163802075     -0.141687698     0.030127782      0.253213835
0.094540918      -0.149356087     0.201344366      0.103045588
0.239083425      -0.055462042     0.118081797      -0.054430035
-0.089131669     0.13197934       -0.169818986     0.062953244
-0.270625997     -0.302427776     -0.298260559     -0.331336835
-0.237006135     -0.004322338     -0.00813725      -0.110532391
0.152121393      -0.350914009     0.439062967      -0.053733294
-0.311469619     0.20709325       0.152647638      -0.536178406
0.320441408      0.172479522      0.104688749      0.35301371
0.055843205      0.053108953      0.12795054       0.06571093
0.191631343      -0.046265395     0.257921904      0.209601419
-0.147578993     0.204871554      0.337662478      -0.00415291
-0.128210379     0.123474009      0.192856809      0.096766737
0.089292369      -0.234206163     0.258369393      0.381591783
-0.03784245      0.503837913      0.206998949      0.005414501
0.117618151      -0.126617962     0.280820631      0.062320214
-0.037609252     -0.204706037     0.231441445      0.108972626
-0.036609489     0.087138788      -0.319866632     0.076169811
0.352074217      0.053459309      -0.150325433     0.128215
0.098363804      0.030306956      -0.047829606     -0.047189286
-0.465380274     -0.28582162      -0.004095124     -0.062349878
0.143446811      0.018448808      0.39267466       -0.231324534
-0.136467755     0.077469971      0.077969116      -0.066855285
0.007722885      0.448747185      0.21331655       -0.083350273
0.270688654      -0.156293242     -0.054242627     -0.115254972
0.338277963      0.147993534      0.037471326      0.101402293
-0.395449845     -0.17168436      -0.035804909     0.058839552
-0.305079498     0.060403719      -0.031317295     -0.216682082
0.08754938       -0.192219044     0.357888595      -0.084872714
-0.128625064     -0.399521807     0.061700795      0.051187853
-0.095215591     -0.461380373     0.073039402      0.069681856
0.245880254      0.173446312      -0.008384315     0.022826364
-0.092311587     0.015222654      -0.119796506     -0.121241693
-0.233426103     0.07704496       -0.040503068     0.335174696
-0.060070488     -0.412046358     -0.242876487     0.091670239
0.153994796      -0.029070882     -0.003905269     -0.121794785
0.04805256       0.019595883      -0.150806707     0.248777494
0.150833759      0.330234574      0.237817518      -0.08344804
-0.353816313     -0.139506317     0.302033348      0.337818051
0.023266464      0.160070645      -0.234078525     0.006003839
0.138404508      -0.005725208     -0.258785655     -0.211078456
0.275597205      0.185987222      -0.09700133      0.088438837
-0.547194042     0.033099921      -0.011939014     0.246896232
-0.156513038     0.031176833      0.025615942      -0.161358632
0.161608668      -0.033017244     0.15958645       -0.207522375
0.104813717      0.017595028      -0.2032151       0.056267799
0.071223555      0.01717044       0.049290659      -0.367617589
